date,title,source,media_name,ideology,Congress
26/03/2021,Georgia G.O.P. Fires Opening Shot in Fight to Limit Voting,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia G.O.P. Fires Opening Shot in Fight to Limit Voting.docx,The New York Times,left,117th
25/03/2021,Georgia G.O.P. Passes Major Law to Limit Voting Amid Nationwide Push,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia G.O.P. Passes Major Law to Limit Voting Amid Nationwide Push.docx,The New York Times,left,117th
02/04/2021,"Georgia Governor ""Not Backing Down"" Against MLB; MLB To Move All- Star Game And Draft Out Of Atlanta; Facebook Post Revealed Of Capitol Ramming Suspect; Professor Can Sue College Over Tans Pronouns Reprimand; Sculptor Sues College For Altering Her Work; Easter Season Sees Gradual Return To In-Person Services",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Governor _Not Backing Down_ Against MLB ; MLB To Move All- Star Game And Draft Out Of Atlant.docx,Fox News,right,117th
26/06/2021,Georgia Is Sued by Justice Dept. Over Voting Law,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Is Sued by Justice Dept. Over Voting Law.docx,The New York Times,left,117th
21/04/2021,Georgia Law Is Focus Of Senate Democrats In Voting Rights Push,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Law Is Focus Of Senate Democrats In Voting Rights Push.docx,The New York Times,left,117th
05/04/2021,"Georgia Law: Fact Versus Fiction; ""60 Minutes"" Caught Spreading Lies About DeSantis; Hunter Biden Reacts To Laptop Controversy; Biden's Border Failures Intensify",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Law_ Fact Versus Fiction; _60 Minutes_ Caught Spreading Lies About DeSantis; Hunter Biden Re.docx,Fox News,right,117th
18/11/2020,Georgia Recount Deadline Is Tonight; Interview With White House Press Secretary Kayleigh McEnany; Interview With Congressman Jim Jordan (R- OH) And Congressman Matt Gaetz (R-FL); Interview With Sen. David Perdue (R- GA),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Recount Deadline Is Tonight; Interview With White House Press Secretary Kayleigh McEnany; In.docx,Fox News,right,116th
25/03/2021,"Georgia Republicans enact a major law to restrict voting, part of a nationwide push.","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Republicans enact a major law to restrict voting, part of a nationwide push.docx",The New York Times,left,117th
26/03/2021,Georgia Republicans Pass Broad Curbs on Ballot Access,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Republicans Pass Broad Curbs on Ballot Access.docx,The New York Times,left,117th
03/12/2020,Georgia Takes Center Stage as Control of the Senate Hangs in the Balance; Flashback: Stacey Abrams Refuses to Concede Georgia Gubernatorial Race; Group Founded by Stacey Abrams under Investigation for Trying to Register Out-State-State and Decreased Voters; Gov. Gavin Newsom Announced He Will Implement Strict Mandatory Lockdowns Which Will Stay Up to Three Weeks if ICU Capacity Falls into 15 Percent; Kentucky A.G. Daniel Cameron Explains Why They Filed an Emergency Request to the Supreme Court Over Lockdown Rules Including In-Person Learning on Christian Schools; Trey Gowdy Reacts to Adam Schiff's Sudden 180 on the Issue of Protecting John Durham Who Handles the Russia Probe,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Georgia Takes Center Stage as Control of the Senate Hangs in the Balance; Flashback_ Stacey Abrams R.docx,Fox News,right,116th
30/04/2021,Giuliani Raid Raises More Concerns About the Politicization of Justice; Biden Keeps Ignoring Border Crisis; Interview with Chris Christie,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Giuliani Raid Raises More Concerns About the Politicization of Justice; Biden Keeps Ignoring Border.docx,Fox News,right,117th
10/05/2021,Glenn Youngkin Wins G.O.P. Nomination for Virginia Governor,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Glenn Youngkin Wins G.O.P. Nomination for Virginia Governor.docx,The New York Times,left,117th
22/06/2021,Google Censors Searches On Lab Leak Theory; Funds From Fauci And Google Linked To Wuhan Lab; Interview With Rep. Mike Gallagher (R-WI); For The People Act Blocked In The Senate; NYC Mayoral Race Results May Take Weeks; Some Democrat Lawmakers Now Support Voter ID After Calling It Racist For Years; Woke Culture Is Ruining The Country; WaPo Urges White Accountability Groups; Left-Wing Media Goes After Chris Rufo For Exposing Anti-White Lessons In Schools; W.H.O. Staffer Says Climate Lockdown May One Day Be Necessary To Save The Planet,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Google Censors Searches On Lab Leak Theory; Funds From Fauci And Google Linked To Wuhan Lab; Intervi.docx,Fox News,right,117th
22/12/2020,"GOP Lawmakers On Effort To Challenge Electoral College Results; GOP Lawmakers Planning Electoral College Objection Meet With President Trump; Georgia Senate Runoffs Two Weeks Away; Dr. Scott Atlas Explains What Made Him Wrote The Article In ""The Wall Street Journal"" Saying That There's Been Such Inflammatory Words In The Media Today Instead Of Just Doing Their Job; President Trump Asks Congress To Increase The Relief Package For Families From $600 To $2,000; The Panel Weighed In On The Relief Package That's Been Approved In The House And Also On The Slew Of Pardons By President Trump; Nigel Farage Criticized China For Its Irresponsible Handling Of The Virus Outbreak In Wuhan Which Led The Economy Not Just In Britain But The World In Total Disarray",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/GOP Lawmakers On Effort To Challenge Electoral College Results; GOP Lawmakers Planning Electoral Col.docx,Fox News,right,116th
22/06/2021,GOP Senators Stand United To Stop Dems' Election Takeover Bill; Democratic Double Standard On Full Display; Interview With Senator Mike Lee (R-UT); Interview with Senator Lindsey Graham (R-SC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/GOP Senators Stand United To Stop Dems' Election Takeover Bill; Democratic Double Standard On Full D.docx,Fox News,right,117th
21/06/2021,Gov. Brian Kemp (R-GA) is Interviewed on Fox News,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Gov. Brian Kemp (R- GA ) is Interviewed on Fox News.docx,Fox News,right,117th
17/12/2020,Growing Body of Evidence Implicates Joe Biden in Son's Foreign Dealings; Interview with Rep. Jim Jordan (R-OH); Interview with White House Press Secretary Kayleigh McEnany; Perdue Ad Exposes Ossoff's Troubling China Ties; Interview with Mike Rowe,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Growing Body of Evidence Implicates Joe Biden in Son's Foreign Dealings; Interview with Rep. Jim Jor.docx,Fox News,right,116th
29/12/2020,HANNITY Special; Trump Campaign Asks Supreme Court To Hear Wisconsin Election Fraud Case; Interview With Sen. David Perdue (R-GA); Interview with Sen. Lindsey Graham (R-SC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/HANNITY Special; Trump Campaign Asks Supreme Court To Hear Wisconsin Election Fraud Case; Interview.docx,Fox News,right,116th
14/03/2021,Hans von Spakovsky And Daniel Horowitz Discuss The H.R. 1 Bill And Ways It May Affect The Election Process And Examining The COVID-19 Relief Bill Touted By The Biden Administration As The Most Progressive In History,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Hans von Spakovsky And Daniel Horowitz Discuss The H.R. 1 Bill And Ways It May Affect The Election P.docx,Fox News,right,117th
09/01/2019,Have We Had Enough of the Imperial Presidency Yet?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Have We Had Enough of the Imperial Presidency Yet_.docx,The New York Times,left,116th
30/03/2021,Hereâ€™s How Democratsâ€™ Sweeping Voting Rights Law Would Work,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Here_s How Democrats_ Sweeping Voting Rights Law Would Work.docx,The New York Times,left,117th
13/06/2019,House Advances Contempt Case As Trump Blocks Census Inquiry,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/House Advances Contempt Case As Trump Blocks Census Inquiry.docx,The New York Times,left,116th
24/08/2021,"House Passes a Voting Rights Bill, but a G.O.P. Blockade Awaits in the Senate","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/House Passes a Voting Rights Bill, but a G.O.P. Blockade Awaits in the Senate.docx",The New York Times,left,117th
25/08/2021,House Votes To Bolster Federal Role In Elections,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/House Votes To Bolster Federal Role In Elections.docx,The New York Times,left,117th
15/08/2021,"How American Liberty Has Waned Over Time; Economist Stephen Moore Discusses The New Budget Plan And What It Means For The Country's Economy; Former Senior Adviser To President Trump, Stephen Miller On The Politics Behind The Border Crisis",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How American Liberty Has Waned Over Time; Economist Stephen Moore Discusses The New Budget Plan And.docx,Fox News,right,117th
22/06/2021,How an Anti-Corruption Bill Became a Showdown on Democracy; News Analysis,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How an Anti-Corruption Bill Became a Showdown on Democracy News Analysis.docx,The New York Times,left,117th
06/07/2021,How Convenient Should Voting Be? Court Ruling Leaves No Clear Answer; News analysis,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How Convenient Should Voting Be_ Court Ruling Leaves No Clear Answer News analysis.docx,The New York Times,left,117th
06/07/2021,How G.O.P.-Backed Laws in Montana Could Hurt Native American Voting,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How G.O.P.-Backed Laws in Montana Could Hurt Native American Voting.docx,The New York Times,left,117th
19/10/2020,How Prepared Are These 7 Battlegrounds for the Election? A Readiness Report; News Analysis,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How Prepared Are These 7 Battlegrounds for the Election_ A Readiness Report News Analysis.docx,The New York Times,left,116th
16/09/2020,How the Black Vote Became a Monolith,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How the Black Vote Became a Monolith(2).docx,The New York Times,left,116th
20/09/2020,How the Black Vote Became a Monolith,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How the Black Vote Became a Monolith.docx,The New York Times,left,116th
19/05/2021,How the Storming of the Capitol Became a â€˜Normal Tourist Visitâ€™; Guest Essay,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How the Storming of the Capitol Became a _Normal Tourist Visit_ Guest Essay.docx,The New York Times,left,117th
30/09/2020,How Trumpâ€™s â€˜Voter Fraudâ€™ Lie Is Disenfranchising Americans,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How Trump_s _Voter Fraud_ Lie Is Disenfranchising Americans.docx,The New York Times,left,116th
30/09/2020,How Voting by Mail Tops Election Misinformation,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/How Voting by Mail Tops Election Misinformation.docx,The New York Times,left,116th
28/06/2020,"In â€˜And She Could Be Next,â€™ Women of Color Take on Politics","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In _And She Could Be Next,_ Women of Color Take on Politics.docx",The New York Times,left,116th
07/05/2019,"In 2016, Russians Worked To Discourage Black Voters","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In 2016, Russians Worked To Discourage Black Voters.docx",The New York Times,left,116th
11/05/2021,"In a Firm Voice, Queen Opens U.K. Parliament","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In a Firm Voice, Queen Opens U.K. Parliament.docx",The New York Times,left,117th
14/01/2020,"In Closely Divided Wisconsin, the Battle for Votes Is Already Underway","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Closely Divided Wisconsin , the Battle for Votes Is Already Underway.docx",The New York Times,left,116th
14/06/2021,"In Congress, Republicans Shrug at Warnings of Democracy in Peril; News Analysis","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Congress , Republicans Shrug at Warnings of Democracy in Peril News Analysis.docx",The New York Times,left,117th
20/11/2020,"In Detroit, Trumpâ€™s Postelection Offensive Has a Familiar Feel","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Detroit , Trump_s Postelection Offensive Has a Familiar Feel.docx",The New York Times,left,116th
21/11/2020,"In Detroit, Voters Sense Echoes of Earlier Attempts To Cast Doubt on Results","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Detroit, Voters Sense Echoes of Earlier Attempts To Cast Doubt on Results.docx",The New York Times,left,116th
15/01/2020,"In Divided Wisconsin, Battle Over Whether to Purge 200,000 Voters From the Rolls","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Divided Wisconsin , Battle Over Whether to Purge 200,000 Voters From the Rolls.docx",The New York Times,left,116th
10/09/2020,"In Encounters With Black Leaders, Trump Has Chosen Photo Ops Over Substance","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In encounters with Black leaders, Trump has chosen photo ops over substance.docx",The New York Times,left,116th
27/03/2021,"In Georgia, G.O.P. Fires First Shots Of Voting Battle","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Georgia , G.O.P. Fires First Shots Of Voting Battle.docx",The New York Times,left,117th
06/03/2021,"In Georgia, Republicans Take Aim at Role of Black Churches in Elections","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Georgia , Republicans Take Aim at Role of Black Churches in Elections.docx",The New York Times,left,117th
02/11/2020,"In Houston, They Voted Really Late. Like, 3 A.M.","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Houston, They Voted Really Late. Like, 3 A.M.docx",The New York Times,left,116th
04/09/2020,"In Kenosha, Effort to Turn Outrage Into Votes Hits Resistance","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Kenosha , Effort to Turn Outrage Into Votes Hits Resistance.docx",The New York Times,left,116th
25/06/2020,"In Milestone for Trump, G.O.P. Fills Last Vacancy On Circuit Court Benches","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Milestone for Trump, G.O.P. Fills Last Vacancy On Circuit Court Benches.docx",The New York Times,left,116th
07/01/2021,"In New Video, President Trump Calls for Calm and Urges National Unity","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In New Video, President Trump Calls for Calm and Urges National Unity.docx",Fox News,right,117th
12/05/2021,"In Queen's Speech, Elizabeth Details Plans for Rising Conservative Party","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Queen's Speech, Elizabeth Details Plans for Rising Conservative Party.docx",The New York Times,left,117th
11/05/2021,"In Virginia, a Fight Over the Suburbs in the Governorâ€™s Race","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/In Virginia , a Fight Over the Suburbs in the Governor_s Race.docx",The New York Times,left,117th
31/03/2021,Inside a Voter Rights Law With Historic Implications,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Inside a Voter Rights Law With Historic Implications.docx,The New York Times,left,117th
07/05/2021,Inside Democratsâ€™ Scramble to Repel the G.O.P. Voting Push,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Inside Democrats_ Scramble to Repel the G.O.P. Voting Push.docx,The New York Times,left,117th
27/06/2021,"Interview with Cedric Richmond, Senior Advisor to the President; Interview with Rep. Jim Banks (R-IN); Interview with Kansas City Mayor Quinton Lucas","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with Cedric Richmond, Senior Advisor to the President; Interview with Rep. Jim Banks (R-IN.docx",Fox News,right,117th
04/04/2021,"Interview with Director of National Economic Council, Brian Deese; Interview with Senator Roy Blunt (R-MO)","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with Director of National Economic Council, Brian Deese; Interview with Senator Roy Blunt.docx",Fox News,right,117th
27/03/2021,Interview With Former President Donald Trump; Joe Biden's Out-Of- Control Border Crisis; Former C.D.C. Director Says Virus Likely Leaked From Wuhan Laboratory; China And Iran Sign Long-Term Cooperation Agreement; Reporters Fail To Press Biden On Key Issues,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Former President Donald Trump; Joe Biden's Out-Of- Control Border Crisis; Former C. D.docx,Fox News,right,117th
09/08/2020,Interview with House Speaker Nancy Pelosi (D-CA); Interview with Treasury Secretary Steven Mnuchin,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with House Speaker Nancy Pelosi (D- CA ); Interview with Treasury Secretary Steven Mnuchin.docx,Fox News,right,116th
09/05/2021,"Interview with Michael McConnell, One of the Co-Chairs of Facebook's Oversight Board; Interview with Congressman Jim Banks of Indiana, One of the Leaders in the Drive to Oust Liz Cheney","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with Michael McConnell, One of the Co-Chairs of Facebook 's Oversight Board; Interview wit.docx",Fox News,right,117th
14/05/2021,"Interview with Minority Leader Kevin McCarthy (R-CA), House Whip Steve Scalise (R-LA), and Chair of the Republican Conference, Elise Stefanik (R-NY); Inflation Surge Creates New Hurdle for Biden's Reckless Spending Plans; Still Not Solution From Biden on Border Crisis","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with Minority Leader Kevin McCarthy (R- CA ), House Whip Steve Scalise (R- LA ), and Chair.docx",Fox News,right,117th
16/05/2021,Interview With Rep. Elise Stefanik (R-NY); Interview With Rep. Devin Nunes (R-CA); Interview With Sen. John Barrasso (R-WY); Interview With Former U.S. Secretary of State Mike Pompeo,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Rep. Elise Stefanik (R- NY ); Interview With Rep. Devin Nunes (R- CA ); Interview Wit.docx,Fox News,right,117th
14/11/2020,Interview With Rep. Kevin McCarthy (R-CA); Donald Trump Vows To Challenge Alleged Voter Fraud As Legal Fight Continues; Interview With Rep. Jim Jordan (R-OH); GOP Outperforms Expectations On Election Night; Interview With Rep. Doug Collins (R-GA); President Trump Vows To Challenge Georgia's Election Results As Hand Recount Begins; Trump Legal Team Continues To Fight Amidst Voter Fraud,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Rep. Kevin McCarthy (R- CA ); Donald Trump Vows To Challenge Alleged Voter Fraud As L.docx,Fox News,right,116th
30/03/2021,"Interview With Rep. Matt Gaetz (R-FL); The Wuhan Lab And The Origins Of The Coronavirus; China Refuses To Acknowledge Its Role In The Pandemic And Blaming Other Countries; Child Border Crossers Being Placed In Foster Homes; Critics Falsely Claim New Georgia Voting Law Stops People From Drinking Water in Line; Americans may have to Show Proof of Vaccination to Travel, Attend Events or Work",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Rep. Matt Gaetz (R- FL ); The Wuhan Lab And The Origins Of The Coronavirus; China Ref.docx,Fox News,right,117th
26/07/2021,Interview With Rep. Ronny Jackson (R-TX); Interview With Sen. Lindsey Graham (R-SC); Interview With Sen. Ron Johnson (R-WI),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Rep. Ronny Jackson (R- TX ); Interview With Sen. Lindsey Graham (R- SC ); Interview W.docx,Fox News,right,117th
15/11/2020,Interview With Sen. Marsha Blackburn (R-TN); Facebook And Twitter CEOs To Testify Before Senate Judiciary Committee On Friday; Democrats Point Fingers Over 2020 Election Losses; New Virus Shutdowns Threaten Economic Recovery,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Sen. Marsha Blackburn (R- TN ); Facebook And Twitter CEOs To Testify Before Senate Ju.docx,Fox News,right,116th
20/07/2021,Interview With Sen. Rand Paul (R-KY); Interview With Sen. Lindsey Graham (R-SC); Interview With Sen. John Kennedy (R-LA),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Sen. Rand Paul (R- KY ); Interview With Sen. Lindsey Graham (R- SC ); Interview With.docx,Fox News,right,117th
07/12/2020,Interview With Senator Ted Cruz (R-TX); Interview With White House Press Secretary Kayleigh McEnany; Interview With Senator Lindsey Graham (R- SC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview With Senator Ted Cruz (R- TX ); Interview With White House Press Secretary Kayleigh McEnan.docx,Fox News,right,116th
11/07/2021,Interview with Texas Governor Greg Abbott; The Vaccination Rate Across the Country has Plateaued,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with Texas Governor Greg Abbott; The Vaccination Rate Across the Country has Plateaued.docx,Fox News,right,117th
28/03/2021,Interview with White House Press Secretary Jen Psaki; Interview with Senator Lindsey Graham (R-SC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Interview with White House Press Secretary Jen Psaki; Interview with Senator Lindsey Graham (R- SC ).docx,Fox News,right,117th
10/07/2019,Is There Anyone Who Can Unite the Democrats Besides Trump?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Is There Anyone Who Can Unite the Democrats Besides Trump_.docx,The New York Times,left,116th
11/05/2021,"Israel, Gaza Militants Trade Fire, As Tensions Escalate; Biden Administration Flounders In The Face Of Multiple Crisis; Interview With Republican Governor Ron DeSantis Of Florida","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Israel , Gaza Militants Trade Fire, As Tensions Escalate; Biden Administration Flounders In The Face.docx",Fox News,right,117th
05/07/2019,"Issue of race dogs Biden, Buttigieg; Ex-vice president doing better with black voters","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Issue of race dogs Biden, Buttigieg Ex-vice president doing better with black voters.docx",USA Today,left,116th
28/10/2020,"Itâ€™s Biden! No, Itâ€™s Trump! Here Are Your Predictions; letters","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/It_s Biden! No, It_s Trump! Here Are Your Predictions letters.docx",The New York Times,left,116th
29/10/2020,It's Biden! It's Trump! Your Predictions,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/It's Biden! It's Trump! Your Predictions.docx,The New York Times,left,116th
22/03/2020,It's Time to Protect the 2020 Election,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/It's Time to Protect the 2020 Election.docx,The New York Times,left,116th
12/07/2021,J&J Vaccine Linked To Neurological Disorder; Bad Faith Political Attack Posing As Science; Swalwell Gets Over Spy Lover With Qatar Vacation; South African Deploys Army To Contain Unrest; Kamala Harris Says She Is Opposed To Voter IDs Because Rural America Does Not Have Photocopiers; Interview With Rep. Chip Roy (R-TX),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/J&J Vaccine Linked To Neurological Disorder; Bad Faith Political Attack Posing As Science; Swalwell.docx,Fox News,right,117th
20/06/2021,"Jake Sullivan is Interviewed about Iran, Russia and China; Supreme Court Upholds Obamacare; Pressure Mounts on Justice Breyer; Power Player of the Week Greg Olsen.","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Jake Sullivan is Interviewed about Iran , Russia and China; Supreme Court Upholds Obamacare; Pressur.docx",Fox News,right,117th
28/02/2021,"Jen Psaki is Interviewed about Immigration and Neera Tanden; Sen. Mark Warner (D-VA) is Interviewed about Capitol Protection, Khashoggi Repot, Iran and the Minimum Wage Fight; Biden Administration Reopens Migrant Child Facilities; Air Strikes on Iran-Backed Militia; Power Player of the Week Caleb Anderson.",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Jen Psaki is Interviewed about Immigration and Neera Tanden; Sen. Mark Warner (D- VA ) is Interviewe.docx,Fox News,right,117th
29/03/2021,Joe Biden Did Not Appear to Be a Master of Disguise; The conversation,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden Did Not Appear to Be a Master of Disguise The conversation.docx,The New York Times,left,117th
30/01/2021,Joe Biden Goes Back On Campaign Promises; Biden Shatters Early Executive Order Records; Susan Rice Tapped To Run Point On Equity; Biden Pushing Progressive Agenda; The Fight To Reopen Schools; Wall Street Frenzy; Andrew Cuomo's Deadly Incompetence; Interview With Sen. Rand Paul (R-KY); China Connected To Mexican Drug Cartels,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden Goes Back On Campaign Promises; Biden Shatters Early Executive Order Records; Susan Rice T.docx,Fox News,right,117th
