date,title,source,media_name,ideology,Congress
17/07/2020,"The Trailer: Georgia's high-stakes, low-profile runoff is Tuesday. Do Democrats care?",https://www.washingtonpost.com/politics/paloma/the-trailer/2018/12/02/the-trailer-georgia-s-high-stakes-low-profile-runoff-is-tuesday-do-democrats-care/5c03d2a61b326b60d12800cf/,Washington Post,left,116th
17/07/2020,The Trailer: Iowa's field of dreamers,https://www.washingtonpost.com/politics/paloma/the-trailer/2018/12/20/the-trailer-iowa-s-field-of-dreamers/5c1a841d1b326b6a59d7b1f0/,Washington Post,left,116th
17/07/2020,The Trailer: What the busing fight shows us about the Democratic Party,https://www.washingtonpost.com/politics/paloma/the-trailer/2019/06/30/the-trailer-what-the-busing-fight-shows-us-about-the-democratic-party/5d18c22aa7a0a47d87c56f59/,Washington Post,left,116th
17/07/2020,The Trailer: Both parties are trying to set the stage for 2020,https://www.washingtonpost.com/politics/paloma/the-trailer/2019/07/23/the-trailer-from-crucial-waukesha-county-the-battle-for-wisconsin/5d35c618a7a0a46ab00883db/,Washington Post,left,116th
18/03/2019,State of the nation: Alleged white-supremacist killer finds inspiration in Trump,https://www.washingtonpost.com/politics/powerpost/state-of-the-nation-alleged-white-supremacist-killer-finds-inspiration-in-trump/2019/03/18/b9967330-6d56-479d-a02e-af09c8131b45_story.html,Washington Post,left,116th
17/07/2020,Power Up: Democratic activists scramble to sign up new voters during coronavirus pandemic,https://www.washingtonpost.com/politics/power-up-democratic-activists-scramble-to-sign-up-new-voters-during-coronavirus-pandemic/2020/05/18/5a314e43-9fbe-4f3d-ad5a-80d789e3f37c_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
23/08/2020,"More than 500,000 mail ballots were rejected in the primaries. That could make the difference in battleground states this fall.",https://www.washingtonpost.com/politics/rejected-mail-ballots/2020/08/23/397fbe92-db3d-11ea-809e-b8be57ba616e_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,Washington Post,left,116th
16/10/2018,Rejection of hundreds of absentee ballots in suburban Atlanta county draws legal challenges,https://www.washingtonpost.com/politics/rejection-of-hundreds-of-absentee-ballots-in-suburban-atlanta-county-draws-legal-challenges/2018/10/16/dafce19a-d177-11e8-b2d2-f397227b43f0_story.html,Washington Post,left,115th
03/03/2019,Selma sets a stage for Democrats,https://www.washingtonpost.com/politics/selma-event-a-showcase-for-democratic-figures/2019/03/03/9e8f55b6-3ae6-11e9-a2cd-307b06d0257b_story.html,Washington Post,left,116th
24/06/2020,"Senate confirms 200th judicial nominee from Trump, a legacy that will last well beyond November",https://www.washingtonpost.com/politics/senate-confirms-200th-judicial-nominee-from-trump-a-legacy-that-will-last-well-beyond-november/2020/06/24/8e8d7048-b61a-11ea-a510-55bf26485c93_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
02/05/2019,Stacey Abrams<U+0092>s next move could bolster Democrats in Georgia - and her own political fortunes,https://www.washingtonpost.com/politics/stacey-abramss-next-move-could-bolster-democrats-in-georgia--and-her-own-political-fortunes/2019/05/02/74b7a078-6551-11e9-8985-4cf30147bdca_story.html,Washington Post,left,116th
03/08/2016,Texas reaches deal to weaken voter-ID rules,https://www.washingtonpost.com/politics/texas-reaches-deal-to-ease-voter-id-rules/2016/08/03/42f9eafc-59ae-11e6-9aee-8075993d73a2_story.html,Washington Post,left,114th
17/07/2020,The Cybersecurity 202: Democratic election officials punch back on Trump mail voting claims,https://www.washingtonpost.com/politics/the-cybersecurity-202-democratic-election-officials-punch-back-on-trump-mail-voting-claims/2020/06/23/159985db-026b-43a7-a13d-cc1b91a4975f_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
17/07/2020,The Cybersecurity 202: Georgia<U+0092>s primary debacle should sound alarm bells for November,https://www.washingtonpost.com/politics/the-cybersecurity-202-georgias-primary-debacle-should-sound-alarm-bells-for-november/2020/06/10/fb0a8352-9a76-41da-a02b-02e658f373f3_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
09/07/2019,The double-edged significance of Pelosi<U+0092>s <U+0091>Make America White Again<U+0092> slam,https://www.washingtonpost.com/politics/the-double-edged-significance-of-pelosis-make-america-white-again-slam/2019/07/09/e4c33b41-f60c-441f-9cff-d93a6ae62004_story.html,Washington Post,left,116th
24/10/2018,Could a Democrat win the Kansas governor<U+0092>s race? It<U+0092>s looking possible.,https://www.washingtonpost.com/politics/the-fix/could-a-democrat-win-the-kansas-governors-race-its-looking-possible/2018/10/24/6dd062d9-fa11-4b79-a88a-6cd80f698944_story.html,Washington Post,left,115th
20/10/2018,"These politicians went on the offensive, but not in a good way",https://www.washingtonpost.com/politics/the-fix/these-politicians-went-on-the-offensive-but-not-in-a-good-way/2018/10/20/3756f78b-256d-4436-83d2-bb3a75df966e_story.html,Washington Post,left,115th
05/12/2018,North Carolina election fraud: The reporting behind the absentee vote probe,https://www.washingtonpost.com/politics/the-shoe-leather-reporting-boosting-north-carolinas-explosive-election-fraud-investigation/2018/12/05/d5e09d00-7eb0-44a2-aa8b-47d09aa01ea1_story.html,Washington Post,left,115th
05/02/2019,"Time and time again, hyped claims of rampant illegal voting turn out to be untrue",https://www.washingtonpost.com/politics/time-and-time-again-hyped-claims-of-rampant-illegal-voting-turn-out-to-be-untrue/2019/02/05/b6f145d4-2b8a-4c02-8085-d59c70cf7ab7_story.html,Washington Post,left,116th
11/07/2019,"To unlock the youth vote in 2020, Democrats wage legal fights against GOP-backed voting restrictions",https://www.washingtonpost.com/politics/to-unlock-the-youth-vote-in-2020-democrats-wage-legal-fights-against-gop-backed-voting-restrictions/2019/07/10/f3c51dd4-8e17-11e9-b08e-cfd89bd36d4e_story.html,Washington Post,left,116th
11/07/2019,"To unlock the youth vote in 2020, Democrats wage legal fights against GOP-backed voting restrictions",https://www.washingtonpost.com/politics/to-unlock-the-youth-vote-in-2020-democrats-wage-legal-fights-against-gop-backed-voting-restrictions/2019/07/10/f3c51dd4-8e17-11e9-b08e-cfd89bd36d4e_story.html?utm_term=.c10634dcf071,Washington Post,left,116th
04/01/2018,Trump abolishes controversial commission studying alleged voter fraud,https://www.washingtonpost.com/politics/trump-abolishes-controversial-commission-studying-voter-fraud/2018/01/03/665b1878-f0e2-11e7-b3bf-ab90a706e175_story.html?itid=lk_inline_manual_10,Washington Post,left,115th
03/02/2019,"Amid voting fraud allegations in North Carolina, prosecutor focused on noncitizens",https://www.washingtonpost.com/politics/trump-appointed-prosecutor-focused-on-allegations-of-voting-fraud-by-immigrants-amid-warnings-about-separate-ballot-scheme/2019/02/03/989851c2-19de-11e9-8813-cb9dec761e73_story.html?utm_term=.b79c44994936,Washington Post,left,116th
14/11/2018,Trump claims an ID is needed to buy cereal and that fraudulent voters simply switch hats,https://www.washingtonpost.com/politics/trump-claims-an-id-is-needed-to-buy-cereal-and-that-fraudulent-voters-simply-switch-hats/2018/11/14/fc12cc53-3761-46bf-a8e1-12d828949655_story.html,Washington Post,left,115th
28/02/2021,Trump rules out third party as he moves to firm up control of GOP,https://www.washingtonpost.com/politics/trump-cpac/2021/02/28/6a04140e-79e0-11eb-85cd-9b7fa90c8873_story.html,Washington Post,left,117th
28/02/2021,Trump rules out third party as he moves to firm up control of GOP,https://www.washingtonpost.com/politics/trump-cpac/2021/02/28/6a04140e-79e0-11eb-85cd-9b7fa90c8873_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,117th
21/08/2019,Trump denies that he told NRA chief universal background checks are off the table,https://www.washingtonpost.com/politics/trump-denies-that-he-told-nra-chief-universal-background-checks-are-off-the-table/2019/08/21/38f4d56c-c42c-11e9-b5e4-54aa56d5b7ce_story.html,Washington Post,left,116th
26/11/2020,Trump<U+0092>s baseless election fraud claims in Georgia turn Senate runoffs into a <U+0091>high-wire act<U+0092> for Republicans,https://www.washingtonpost.com/politics/trump-fraud-claims-georgia-republicans-run-offs-perdue-loeffler/2020/11/26/0c4d6b3a-2f30-11eb-bae0-50bb17126614_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
30/07/2019,"Trump, defending McConnell, claims The Washington Post is a <U+0091>Russian asset<U+0092>",https://www.washingtonpost.com/politics/trump-makes-unfounded-claim-the-washington-post-is-a-russian-asset/2019/07/30/43498048-b2d5-11e9-8f6c-7828e68cb15f_story.html?tid=ss_tw&utm_term=.98b4bde875f6,Washington Post,left,116th
30/07/2019,Trump shares Twitter accounts linked to conspiracy theory QAnon,https://www.washingtonpost.com/politics/trump-shares-twitter-accounts-linked-to-conspiracy-theorist-qanon/2019/07/30/175e59ee-b2ef-11e9-8f6c-7828e68cb15f_story.html,Washington Post,left,116th
05/08/2019,Trump<U+0092>s initial responses to the El Paso shooting track with the screed linked to the shooter,https://www.washingtonpost.com/politics/trumps-initial-responses-to-the-el-paso-shooting-track-with-the-screed-linked-to-the-shooter/2019/08/05/f0c2c699-aa39-4156-91ec-886d60390e66_story.html,Washington Post,left,116th
14/08/2019,"Trump wants to focus on the <U+0091>real threat<U+0092> to elections: Not Russia, but imaginary voter fraud",https://www.washingtonpost.com/politics/trump-wants-to-focus-on-the-real-threat-to-elections-not-russia-but-imaginary-voter-fraud/2019/08/14/b599501b-e566-4c0f-84b5-b49c71dcb171_story.html,Washington Post,left,116th
26/10/2020,Coronavirus cases are surging again. These states have refused to loosen rules on who can vote by mail.,https://www.washingtonpost.com/politics/vote-limits-coronavirus/2020/10/25/523538c8-1223-11eb-ad6f-36c93e6e94fb_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,Washington Post,left,116th
14/05/2019,Republican voters nominate N.C. state lawmaker who sponsored controversial <U+0091>bathroom bill<U+0092> in 9th Congressional District race,https://www.washingtonpost.com/politics/voters-in-north-carolinas-9th-district-to-choose-nominees-in-do-over-election-after-fraud-scandal/2019/05/14/9e27a92c-7644-11e9-bd25-c989555e7766_story.html,Washington Post,left,116th
25/06/2019,Warren offers election overhaul plan,https://www.washingtonpost.com/politics/warren-unveils-far-reaching-plan-to-overhaul-elections/2019/06/25/617ee382-96b5-11e9-916d-9c61607d8190_story.html,Washington Post,left,116th
22/07/2014,"While talk of impeaching Obama makes some in GOP uneasy, Democrats see an opportunity",https://www.washingtonpost.com/politics/while-talk-of-impeaching-obama-makes-some-in-gop-uneasy-democrats-see-an-opportunity/2014/07/22/83741b08-0ddd-11e4-8c9a-923ecc0c7d23_story.html,Washington Post,left,113th
11/11/2020,Why GOP superlawyer Ben Ginsberg is speaking out against Trump,https://www.washingtonpost.com/politics/why-gop-superlawyer-ben-ginsberg-is-bucking-his-party-and-blasting-trumps-baseless-election-claims/2020/11/10/f2aa7056-236d-11eb-8599-406466ad1b8e_story.html?utm_campaign=wp_todays_headlines&amp;utm_medium=email&amp;utm_source=newsletter&amp;wpisrc=nl_headlines,Washington Post,left,116th
11/11/2020,Why GOP superlawyer Ben Ginsberg is speaking out against Trump,https://www.washingtonpost.com/politics/why-gop-superlawyer-ben-ginsberg-is-bucking-his-party-and-blasting-trumps-baseless-election-claims/2020/11/10/f2aa7056-236d-11eb-8599-406466ad1b8e_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,116th
06/03/2021,Will Democrats scrap the filibuster to pass big election package?,https://www.washingtonpost.com/politics/will-democrats-scrap-the-filibuster-to-pass-big-election-reform-package/2021/03/06/f04052dc-7e11-11eb-85cd-9b7fa90c8873_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Washington Post,left,117th
19/11/2018,"With 2020 looming, Trump and his allies keep hinting that Florida<U+0092>s process is suspect",https://www.washingtonpost.com/politics/with-2020-looming-trump-and-his-allies-keep-hinting-that-floridas-process-is-suspect/2018/11/19/9f7e9b3a-b9e3-4c3f-bf74-ce1defcb1600_story.html,Washington Post,left,115th
06/11/2018,"Without evidence, Trump and Sessions warn of voter fraud in Tuesday<U+0092>s elections",https://www.washingtonpost.com/politics/without-evidence-trump-and-sessions-warn-of-voter-fraud-in-tuesdays-elections/2018/11/05/e9564788-e115-11e8-8f5f-a55347f48762_story.html,Washington Post,left,115th
06/11/2018,"Without evidence, Trump and Sessions warn of voter fraud in Tuesday<U+0092>s elections",https://www.washingtonpost.com/politics/without-evidence-trump-and-sessions-warn-of-voter-fraud-in-tuesdays-elections/2018/11/05/e9564788-e115-11e8-8f5f-a55347f48762_story.html?utm_term=.db84f6960764%3C/p,Washington Post,left,115th
27/01/2017,"In private meeting, Pence vows <U+0091>full evaluation of voting rolls<U+0092> over claims of fraud",https://www.washingtonpost.com/powerpost/in-private-meeting-pence-vows-full-evaluation-of-voting-rolls-over-claims-of-voting-fraud/2017/01/27/1c1fa1de-e49a-11e6-a547-5fb9411d332c_story.html?utm_term=.cfa53eae0bb9,Washington Post,left,115th
06/12/2018,Trump ally who served on voter integrity panel expresses concern about fraud in North Carolina,https://www.washingtonpost.com/powerpost/trump-ally-who-served-on-voter-integrity-panel-expresses-concern-about-fraud-in-north-carolina/2018/12/06/98d13d3c-f974-11e8-863c-9e2f864d47e7_story.html,Washington Post,left,115th
03/03/2021,Democrats eye national elections overhaul amid GOP crackdown,https://www.washingtonpost.com/powerpost/voting-rights-battle/2021/03/02/3d213412-7af8-11eb-85cd-9b7fa90c8873_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,Washington Post,left,117th
18/09/2020,How to track your ballot like a UPS package,https://www.washingtonpost.com/technology/2020/09/18/online-ballot-tracking/?utm_source=rss&utm_medium=referral&utm_campaign=wp_business,Washington Post,left,116th
04/08/2020,A Conversation with Chris Christie,https://www.washingtonpost.com/washington-post-live/2020/08/04/conversation-with-chris-christie/,Washington Post,left,116th
28/10/2020,Race in America: The Black Vote,https://www.washingtonpost.com/washington-post-live/2020/11/02/race-america-black-vote/?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,Washington Post,left,116th
10/10/2020,"Amid pandemic, Americans overseas worry about making sure their vote counts",https://www.washingtonpost.com/world/2020/10/10/pandemic-2020-overseas-voting-election-ballots/?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,Washington Post,left,116th
19/10/2018,Afghan elections delayed in Kandahar province after top officials assassinated,https://www.washingtonpost.com/world/asia_pacific/afghan-elections-delayed-in-kandahar-province-after-top-officials-assassinated/2018/10/19/68bcaa56-d376-11e8-b2d2-f397227b43f0_story.html?utm_term=.3d6963e9ae6c,Washington Post,left,115th
23/11/2021,Australia voter ID law pushed by Scott Morrison sparks election battle,https://www.washingtonpost.com/world/asia_pacific/australia-voter-id-scott-morrison/2021/11/23/d666d5e6-4b31-11ec-a7b8-9ed28bf23929_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,Washington Post,left,117th
11/12/2017,Disputes have put Afghan elections in jeopardy. Is the country<U+0092>s democracy also at risk?,https://www.washingtonpost.com/world/asia_pacific/disputes-have-put-afghan-elections-in-jeopardy-is-the-countrys-democracy-also-at-risk/2017/12/08/738b1b40-cf0b-11e7-a87b-47f14b73162a_story.html,Washington Post,left,115th
19/09/2019,"Suicide bomb, airstrike kill dozens in Afghanistan",https://www.washingtonpost.com/world/asia_pacific/escalating-violence-leaves-dozens-dead-as-afghanistan-prepares-to-vote/2019/09/19/8b4fa550-daa0-11e9-a1a5-162b8a9c9ca2_story.html,Washington Post,left,116th
16/10/2018,Afghan election: Taliban threatens violence but campaign is intense.,https://www.washingtonpost.com/world/asia_pacific/the-taliban-has-vowed-to-disrupt-the-afghan-elections-candidates-are-out-in-force-anyway/2018/10/16/d57bf1a4-ccf7-11e8-ad0a-0e01efba3cc1_story.html,Washington Post,left,115th
16/10/2018,Afghan election: Taliban threatens violence but campaign is intense.,https://www.washingtonpost.com/world/asia_pacific/the-taliban-has-vowed-to-disrupt-the-afghan-elections-candidates-are-out-in-force-anyway/2018/10/16/d57bf1a4-ccf7-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.6688c0143d82,Washington Post,left,115th
13/01/2016,"For government<U+0092>s top lawyer on voting rights, presidential election has begun",https://www.washingtonpost.com/world/national-security/for-governments-top-lawyer-on-voting-rights-presidential-election-has-already-begun/2016/01/13/b9942d36-b953-11e5-829c-26ffb874a18d_story.html?utm_term=.e007d801e3dd,Washington Post,left,114th
07/11/2018,Sessions<U+0092>s law enforcement legacy overshadowed by Trump<U+0092>s fury,https://www.washingtonpost.com/world/national-security/sessionss-law-enforcement-legacy-overshadowed-by-trumps-fury/2018/11/07/09357734-e145-11e8-ab2c-b31dcd53ca6b_story.html,Washington Post,left,115th
07/11/2018,Sessions<U+0092>s law enforcement legacy overshadowed by Trump<U+0092>s fury,https://www.washingtonpost.com/world/national-security/sessionss-law-enforcement-legacy-overshadowed-by-trumps-fury/2018/11/07/09357734-e145-11e8-ab2c-b31dcd53ca6b_story.html?utm_term=.1548f79f4684,Washington Post,left,115th
24/05/2019,Washington Post Poll Archive,https://www.washingtonpost.com/wp-stat/polls/postpollarchive.html,Washington Post,left,116th
23/04/2015,J. CHRISTIAN ADAMS: Core of Eric Holder's agenda was race,https://www.washingtontimes.com/news/2015/apr/23/j-christian-adams-core-of-eric-holders-agenda-was-/,Washington Times,right,114th
19/07/2015,ROBERT KNIGHT: Obama pushes criminal way to expand electorate,https://www.washingtontimes.com/news/2015/jul/19/robert-knight-obama-pushes-criminal-way-to-expand-/,Washington Times,right,114th
02/05/2016,Voter ID requirement advancing in Missouri Senate,https://www.washingtontimes.com/news/2016/may/2/voter-id-requirement-advancing-in-missouri-senate/,Washington Times,right,114th
18/10/2016,Obama tells Trump to 'stop whining' about rigged election,https://www.washingtontimes.com/news/2016/oct/18/obama-trump-stop-whining-about-rigged-election/,Washington Times,right,114th
13/07/2017,Farr gets another crack at North Carolina federal judgeship,https://www.washingtontimes.com/news/2017/jul/13/farr-gets-another-crack-at-north-carolina-federal-/,Washington Times,right,115th
05/09/2017,Appeals court reinstates Texas voter-ID law,https://www.washingtontimes.com/news/2017/sep/5/appeals-court-reinstates-texas-voter-id-law/,Washington Times,right,115th
04/01/2018,Donald Trump pushes need for voter ID laws after dissolving commission on voter integrity,https://www.washingtontimes.com/news/2018/jan/4/donald-trump-pushes-need-for-voter-id-laws-after-d/,Washington Times,right,115th
31/07/2018,Donald Trump: Voter ID required to stop Democrats' push for non-citizens to vote,https://www.washingtontimes.com/news/2018/jul/31/trump-voter-id-required-stop-democrats-push-non-ci/,Washington Times,right,115th
19/08/2019,"Ellen Weintraub, FEC chair: Trump 'undermines our democracy' with claims of voter fraud",https://www.washingtontimes.com/news/2019/aug/19/fec-chair-trump-undermines-our-democracy-claims-vo/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
16/12/2019,Editorial Roundup: Excerpts from recent Wisconsin editorials,https://www.washingtontimes.com/news/2019/dec/16/editorial-roundup-excerpts-from-recent-wisconsin-e/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/02/2019,"Voter ID laws don't depress turnout despite Democrats' claims, study finds",https://www.washingtontimes.com/news/2019/feb/13/voter-id-laws-dont-depress-turnout-despite-democra/,Washington Times,right,116th
02/02/2019,Proposal would make Mississippi voter ID law stricter,https://www.washingtontimes.com/news/2019/feb/2/proposal-would-make-mississippi-voter-id-law-stric/,Washington Times,right,116th
27/02/2019,AP FACT CHECK: McConnell's misleading spin on voting fraud,https://www.washingtontimes.com/news/2019/feb/27/ap-fact-check-mcconnells-misleading-spin-on-voting/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
22/01/2019,Republican lawmakers ask voter ID lawsuit be dismissed,https://www.washingtontimes.com/news/2019/jan/22/republican-lawmakers-ask-voter-id-lawsuit-be-dismi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
29/11/2017,"Anti-ICE, anti-cop group wins NFL-funded grant",https://www.washingtontimes.com/news/2019/jan/31/anti-ice-anti-cop-group-wins-nfl-funded-grant/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,115th
12/03/2019,Recent editorials from Texas newspapers,https://www.washingtontimes.com/news/2019/mar/12/recent-editorials-from-texas-newspapers/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/03/2019,Republicans fast-track bill to delay voter ID until 2020,https://www.washingtontimes.com/news/2019/mar/12/voter-id-measure-would-delay-requirement-until-202/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/03/2019,Kansas hopes to resurrect proof-of-citizenship voting law,https://www.washingtontimes.com/news/2019/mar/17/kansas-hopes-to-resurrect-proof-of-citizenship-vot/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
21/03/2019,"Appeals court keeps voter ID, tax cap ruling unenforceable",https://www.washingtontimes.com/news/2019/mar/21/appeals-court-keeps-voter-id-tax-cap-ruling-unenfo/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
23/10/2019,Former Miss America runs for Kentucky elections chief,https://www.washingtontimes.com/news/2019/oct/23/former-miss-america-runs-for-kentucky-office/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
31/10/2019,Court considers voiding N. Carolina constitutional changes,https://www.washingtontimes.com/news/2019/oct/31/court-considers-voiding-n-carolina-constitutional-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
10/04/2020,Editorial Roundup: New England,https://www.washingtontimes.com/news/2020/apr/10/editorial-roundup-new-england/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/04/2020,Virginia gov seeks to delay minimum wage hike due to virus,https://www.washingtontimes.com/news/2020/apr/12/northam-seeks-to-delay-minimum-wage-collective-bar/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/04/2020,"Jill Karofsky, liberal, wins Wisconsin Supreme Court seat",https://www.washingtontimes.com/news/2020/apr/13/jill-karofsky-liberal-wins-wisconsin-supreme-court/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
15/04/2020,Editorial Roundup: Florida,https://www.washingtontimes.com/news/2020/apr/15/editorial-roundup-florida/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
20/04/2020,Editorial Roundup: Excerpts from recent Wisconsin editorials,https://www.washingtontimes.com/news/2020/apr/20/editorial-roundup-excerpts-from-recent-wisconsin-e/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
20/04/2020,Iowa Editorial Roundup:,https://www.washingtontimes.com/news/2020/apr/20/iowa-editorial-roundup/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
01/08/2020,Foreign threats loom ahead of US presidential election,https://www.washingtontimes.com/news/2020/aug/1/foreign-threats-loom-ahead-of-us-presidential-elec/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
11/08/2020,NAACP seeks rehearing in Alabama voter ID lawsuit,https://www.washingtontimes.com/news/2020/aug/11/naacp-seeks-rehearing-in-alabama-voter-id-lawsuit/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/08/2020,Trump: Universal vote-by-mail won't work without additional money for post office,https://www.washingtontimes.com/news/2020/aug/13/trump-universal-vote-mail-wont-work-without-additi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/08/2020,Donald Trump-Joe Biden 2020 election poised for flurry of legal battles,https://www.washingtontimes.com/news/2020/aug/17/donald-trump-joe-biden-2020-election-poised-flurry/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
18/08/2020,New Mexico pushes forward with emergency voting reforms,https://www.washingtontimes.com/news/2020/aug/18/new-mexico-pushes-forward-with-emergency-voting-re/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
18/08/2020,Suffrage anniversary commemorations highlight racial divide,https://www.washingtontimes.com/news/2020/aug/18/suffrage-anniversary-commemorations-highlight-raci/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
18/08/2020,Trump campaign sues 3rd Iowa county over absentee mailings,https://www.washingtontimes.com/news/2020/aug/18/trump-campaign-sues-3rd-iowa-county-over-absentee-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
19/08/2020,EDITORIAL: Democrats intend to deliver an Election Day crisis,https://www.washingtontimes.com/news/2020/aug/19/editorial-democrats-intend-to-deliver-an-election-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
26/08/2020,Dan Crenshaw: Democrats' voting priorities are 'suspicious',https://www.washingtontimes.com/news/2020/aug/26/dan-crenshaw-democrats-voting-priorities-are-suspi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
27/08/2020,"Judge voids 50,000 absentee ballot requests in Iowa county",https://www.washingtontimes.com/news/2020/aug/27/judge-grants-trump-motion-to-block-absentee-reques/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
29/08/2020,'White liberals are racist',https://www.washingtontimes.com/news/2020/aug/29/white-liberals-are-racist/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
08/08/2020,"Biden slams Trump's executive action for coronavirus relief: 'Half-baked,' 'cynical ploy'",https://www.washingtontimes.com/news/2020/aug/8/biden-slams-trumps-executive-action-coronavirus-re/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
08/08/2020,"Trump signs executive orders to defer payroll taxes, extend jobless benefits, halt evictions",https://www.washingtontimes.com/news/2020/aug/8/trump-signs-executive-orders-defer-payroll-taxes-e/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/12/2020,Analysis: Lawsuit threatens Mississippi medical marijuana,https://www.washingtontimes.com/news/2020/dec/13/analysis-lawsuit-threatens-mississippi-medical-mar/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
02/12/2020,Appeals court gives OK to North Carolina voter-ID law,https://www.washingtontimes.com/news/2020/dec/2/appeals-court-gives-ok-north-carolina-voter-id-law/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
02/12/2020,Newby still up after machine recount in N.C. justice race,https://www.washingtontimes.com/news/2020/dec/2/newby-still-up-after-machine-recount-in-nc-justice/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
02/12/2020,US appeals court rules judge wrongly halted NC voter ID,https://www.washingtontimes.com/news/2020/dec/2/us-appeals-court-rules-judge-wrongly-halted-nc-vot/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
03/12/2020,Mo Brooks of Alabama will object to Biden's Electoral College votes,https://www.washingtontimes.com/news/2020/dec/3/mo-brooks-alabama-will-object-bidens-electoral-col/,Washington Times,right,116th
03/12/2020,Steps states must start working on to secure integrity of future elections,https://www.washingtontimes.com/news/2020/dec/3/steps-states-must-start-working-to-secure-integrit/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
06/02/2020,North Dakota issues order aimed at American Indian voting,https://www.washingtontimes.com/news/2020/feb/6/north-dakota-issues-order-aimed-at-american-indian/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
22/01/2020,Stacey Abrams: Time to stop fighting past elections,https://www.washingtontimes.com/news/2020/jan/22/stacey-abrams-time-to-stop-fighting-past-elections/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
10/07/2020,N.C. Republicans try again to dislodge voter ID from courts,https://www.washingtontimes.com/news/2020/jul/10/nc-republicans-try-again-to-dislodge-voter-id-from/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/07/2020,Panel OKs sending ballot request forms to all Iowa voters,https://www.washingtontimes.com/news/2020/jul/17/panel-oks-sending-ballot-request-forms-to-all-iowa/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
